time,j0,j1,j2,j3,j4,j5
0.1623368263244629,0.48023353559430015,0.22562231886934372,-0.8169396756787589,0.9935327995519624,-0.6657531521445851,-0.9422960101928836
0.16303181648254395,0.5235817828063423,0.1863824883971778,-0.7992265731476017,0.9956096777390144,-0.6732004946640703,-0.9607180603131839
0.23386693000793457,0.5659253163111091,0.14654475368587402,-0.7806492326657777,0.9972973581687133,-0.6806353860601569,-0.9757637958295046
0.3356294631958008,0.6087044273076657,0.10458562589930662,-0.7604339614654253,0.9986280302676886,-0.6883441524149535,-0.9876748496907144
0.43135857582092285,0.6462404341958089,0.06615209583294243,-0.7413290581000788,0.9994522377470593,-0.6953077823321525,-0.995073739587952
0.5291917324066162,0.682727990667757,0.02712345432591106,-0.7213455982546725,0.9999080186283034,-0.7022951748716585,-0.9991722691784899
0.6323981285095215,0.7194107855729406,-0.01404392645582101,-0.6996195308775814,0.9999753444965083,-0.709585138077954,-0.9997781077632408
0.7317252159118652,0.7528177842356443,-0.05352189960364179,-0.678146410820949,0.9996416047570382,-0.7165090872548397,-0.9967759839950069
0.830357551574707,0.7839490597497429,-0.0923508918004795,-0.6563994626112605,0.9989310599580831,-0.7232651165034004,-0.9903932463308831
0.9299485683441162,0.8144102577024813,-0.13265900067062558,-0.6331450989199019,0.9977879878328354,-0.7302316575124287,-0.9801505631759686
1.0321784019470215,0.8427849680879943,-0.17275961078091362,-0.6092981138217105,0.9962339128098981,-0.7371249382095805,-0.9662752025778891
1.1317977905273438,0.8687590030323992,-0.21220832286645028,-0.5851155313434626,0.9942898096223858,-0.7438795318884038,-0.9489988171391239
1.2298495769500732,0.8920420066250853,-0.2504607966244668,-0.5609484376787918,0.9919996830650124,-0.7504133398374245,-0.9287631601944192
1.3331611156463623,0.9133335759997979,-0.28863304722643157,-0.5360905164882931,0.9893027333850418,-0.7569270139419295,-0.9050928822041397
1.4494600296020508,0.9330447019406163,-0.3277392036990969,-0.5098117489020993,0.986095389185129,-0.7636033898179736,-0.8771678079193068
1.554638385772705,0.9497307005710753,-0.36495189271310247,-0.4839932420105759,0.9826053067527046,-0.7699695609576044,-0.8470576121905419
1.6405811309814453,0.9645650573128078,-0.40292763296416745,-0.4567719820605038,0.9785785203288982,-0.77649016121338,-0.8126739209191952
1.7512099742889404,0.9773634521122856,-0.44195417399490006,-0.4278079313756732,0.973919305984182,-0.7832287843037045,-0.7733652244382434
1.8304407596588135,0.9858629140658121,-0.4738345822918125,-0.4033437144621546,0.969694248290109,-0.7887717167124116,-0.7381581617643223
1.9302854537963867,0.9928375014201349,-0.5076987911096192,-0.3764991299457668,0.9647628311974901,-0.7947078192369692,-0.6975903675006521
2.0339581966400146,0.9975965062211806,-0.542022096266213,-0.3483095008312959,0.9592612352265604,-0.8007872963239131,-0.6529964326345638
2.1332099437713623,0.9998355355021527,-0.5759855094900261,-0.3193478803009013,0.9532732826700427,-0.8068795858457515,-0.6052520875168024
2.2350926399230957,0.9995397037302399,-0.6072481980353388,-0.2916523215805291,0.9472360301762764,-0.8125690426800686,-0.5579451224512606
2.3292384147644043,0.9967879053097725,-0.6384298559867355,-0.26292802687953887,0.9406593460902304,-0.8183374353991935,-0.5073540451761802
2.4331204891204834,0.9914871237802195,-0.6689378513184132,-0.23363449551030835,0.9336268895123694,-0.8240894629200489,-0.4543370854663297
2.5338964462280273,0.983803495422898,-0.6979264367483334,-0.20457022896250213,0.9263286283570793,-0.8296735607604948,-0.4004879102782896
2.639927864074707,0.9732723813185445,-0.7268306807503533,-0.17423229415653552,0.9183726604663868,-0.8353791464457001,-0.34313467569042594
2.731045961380005,0.9610179546089148,-0.7528799790549379,-0.14555893704754963,0.9105377081807239,-0.8406622477655618,-0.2880173471137466
2.828217029571533,0.9459840709009323,-0.7786192272361614,-0.11579107580694445,0.9020800109757896,-0.8460404330099633,-0.23002443536665101
2.93861985206604,0.9279675238295213,-0.803896943411675,-0.08493181821572783,0.8929637770218283,-0.8515070549740745,-0.16924987926219254
3.044605016708374,0.908590666935234,-0.826599077129797,-0.055591266159945384,0.8839658442055939,-0.856607109419407,-0.11101060075286293
3.132228374481201,0.8860231291496787,-0.8489518239518721,-0.024896560342935116,0.8742054237184675,-0.8618457679256316,-0.04977768644179557
3.242306709289551,0.8626266731725961,-0.868715918752121,0.004054765727131002,0.8646706490397399,-0.866700408690138,0.008109464789077411
3.3361241817474365,0.8348212281446703,-0.8887950175653591,0.0356262061979507,0.8539042506646676,-0.8719031311084374,0.07120718031147798
3.4297609329223633,0.8077905009808906,-0.9055355346804829,0.06403819248624791,0.8438810423396809,-0.8765073650453211,0.12781350159226276
3.5373919010162354,0.7768200849362111,-0.9220235528085112,0.09441752483479784,0.832806635944515,-0.8813523712295755,0.1879914644086021
3.6379127502441406,0.7447784610914473,-0.9365984596698863,0.12387781490109874,0.8217069175590755,-0.8859769445705636,0.24584728687895116
3.7297420501708984,0.7102591706272277,-0.9499458555783842,0.15378602289127374,0.8100662265140216,-0.8906004690419443,0.30391322231925944
3.8303089141845703,0.6743398443161698,-0.9616344896341503,0.18323516832718376,0.7982273911068564,-0.8950855360081138,0.36026566733310433
3.9382688999176025,0.6340491528927448,-0.9724529843351699,0.21457000164377302,0.7852066944712682,-0.8997871298056825,0.41914473732485846
4.034847974777222,0.5975119593709373,-0.9804311646769602,0.2416653723913768,0.7735832903036871,-0.9037960602371211,0.4690046517037761
4.128403186798096,0.556665794831138,-0.9875228216542487,0.2706791388501551,0.7607483013391112,-0.9080327666531305,0.5211491693109873
4.235095024108887,0.5138882819984436,-0.9930919461025227,0.299808389612111,0.7474418935512834,-0.9122300121938587,0.5720340709653154
4.3432488441467285,0.47093708760725544,-0.9969499562704641,0.32792557692432006,0.7341809993111565,-0.9162297196440485,0.6195849197744805
4.432844638824463,0.42394758104892527,-0.9993491736879883,0.35754593659604067,0.7197473697670055,-0.9203901542373761,0.6678211200965406
4.5347936153411865,0.38030283181116087,-0.9999978775865391,0.38411057538881177,0.706377980729214,-0.9240765204400572,0.7092886771488512
4.63221549987793,0.3320757405267608,-0.9990602502990116,0.4125180336602596,0.6916129672033512,-0.9279731419707953,0.7515661388269883
4.732950925827026,0.2864843340724807,-0.9966631874349304,0.4385506451806082,0.6776340892013708,-0.9315039557867331,0.788256610539928
4.836590766906738,0.23528216910258754,-0.9923030143750108,0.46692762682971234,0.6618785887697352,-0.9353103909843592,0.8258040301347002
4.932057619094849,0.18839791661171357,-0.9868202741859771,0.492186843707977,0.6473715682564023,-0.9386624939807752,0.8568870388481842
5.036025524139404,0.13955016729494893,-0.9796364576589341,0.5178315713743327,0.632147329353726,-0.9420319032594651,0.8859917888731572
5.151013374328613,0.08869432206286655,-0.9705939160420133,0.5438615743291553,0.616148210194353,-0.9454179584853486,0.9127900132253269
5.231485843658447,0.04052195197991806,-0.9605751195760449,0.5679382205740402,0.6008241946895168,-0.9485202133043201,0.9349071698327636
5.335773944854736,-0.013121840290748452,-0.9477601811847616,0.5941366262474683,0.5835307362457527,-0.9518642376725133,0.9558043925572598
5.442027568817139,-0.05935827082741696,-0.9353058720581189,0.6162360274820352,0.5684011547822437,-0.9546600333727655,0.9706475732970217
5.532545566558838,-0.11094608044376288,-0.9198496750610721,0.6404034923824053,0.5512390369687719,-0.9576918513239452,0.9837092666977069
5.633059740066528,-0.15979586086923658,-0.9036641412235998,0.662842610808648,0.5346765872445829,-0.9604834125316104,0.9926184161549872
5.745634078979492,-0.20826267757468972,-0.8860705427660344,0.6847040406670636,0.5179042278901198,-0.9631818642464298,0.9980536741262126
5.836102247238159,-0.25799457603026754,-0.8663665841856111,0.7067445979017737,0.5002956165892396,-0.9658816340995382,0.9999994755616582
5.936925172805786,-0.305176095237846,-0.8460535669692097,0.7273088232441288,0.4831677289496214,-0.9683821068622652,0.9983191239439796
6.031243085861206,-0.35313128751055145,-0.8236992211518323,0.747883546124388,0.4652811099875532,-0.9708663587111237,0.9929349928417346
6.137151002883911,-0.39833903257742603,-0.8009455674903462,0.7669930577716371,0.4479189830128209,-0.9731582988952966,0.9842904709545951
6.2336578369140625,-0.4439644984524121,-0.7762039494417492,0.7860108240853269,0.4298360721854616,-0.9754247651265471,0.9718438009476891
